,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
308,2015/9,26.9,16.6,21.5,4.1,20.1,56.8,1.6
309,2015/10,21.1,10.4,15.3,3.2,90.5,59.0,1.3
310,2015/11,13.1,6.5,9.7,7.4,106.8,73.7,1.4
311,2015/12,6.5,-1.1,2.5,5.3,38.9,64.0,1.2
312,2016/1,2.3,-5.4,-1.8,5.2,5.7,56.3,1.3
313,2016/2,5.9,-3.3,1.0,4.4,45.5,52.3,1.5
314,2016/3,13.2,2.2,7.3,3.8,13.2,46.2,1.4
315,2016/4,21.2,9.0,14.7,5.2,132.1,51.9,1.8
316,2016/5,26.2,13.8,19.9,4.6,84.4,49.5,1.8
317,2016/6,28.7,19.3,23.6,5.8,39.9,59.6,1.7
318,2016/7,30.5,22.9,26.3,7.2,320.0,71.2,1.7
319,2016/8,32.5,23.6,27.6,5.1,69.0,62.0,1.7
320,2016/9,27.0,19.0,22.7,6.8,78.1,68.5,1.5
321,2016/10,20.5,12.1,15.9,6.4,83.6,67.7,1.5
322,2016/11,12.0,2.4,6.9,4.6,26.4,59.6,1.3
323,2016/12,6.7,-1.9,2.3,5.0,40.1,60.9,1.3
